product_name,city,price,price_unit,date,market_name,source
"Beef","Changzhou",43.08,"CNY/kg",2025-11-10,"Changzhou Agricultural Market","FarmSight Market Data"
"Cabbage","Changzhou",2.7,"CNY/kg",2025-11-10,"Changzhou Agricultural Market","FarmSight Market Data"
"Tomatoes","Changzhou",5.68,"CNY/kg",2025-11-10,"Changzhou Agricultural Market","FarmSight Market Data"
"Rice","Changzhou",3.88,"CNY/kg",2025-11-10,"Changzhou Agricultural Market","FarmSight Market Data"
"Potatoes","Changzhou",3.03,"CNY/kg",2025-11-10,"Changzhou Agricultural Market","FarmSight Market Data"
"Pork","Changzhou",25.19,"CNY/kg",2025-11-10,"Changzhou Agricultural Market","FarmSight Market Data"
"Chicken","Changzhou",16.67,"CNY/kg",2025-11-10,"Changzhou Agricultural Market","FarmSight Market Data"
"Corn","Changzhou",3.15,"CNY/kg",2025-11-10,"Changzhou Agricultural Market","FarmSight Market Data"
"Chicken","Changzhou",17.83,"CNY/kg",2025-11-10,"Changzhou Agricultural Market","FarmSight Market Data"
"Beef","Changzhou",36.93,"CNY/kg",2025-11-10,"Changzhou Agricultural Market","FarmSight Market Data"
"Pears","Changzhou",6.88,"CNY/kg",2025-11-10,"Changzhou Agricultural Market","FarmSight Market Data"
"Apples","Changzhou",7.11,"CNY/kg",2025-11-10,"Changzhou Agricultural Market","FarmSight Market Data"
"Chicken","Changzhou",17.94,"CNY/kg",2025-11-10,"Changzhou Agricultural Market","FarmSight Market Data"
"Carrots","Changzhou",3.93,"CNY/kg",2025-11-10,"Changzhou Agricultural Market","FarmSight Market Data"
"Pears","Changzhou",6.67,"CNY/kg",2025-11-10,"Changzhou Agricultural Market","FarmSight Market Data"
"Wheat","Changzhou",3.15,"CNY/kg",2025-11-10,"Changzhou Agricultural Market","FarmSight Market Data"
"Pork","Changzhou",25.53,"CNY/kg",2025-11-10,"Changzhou Agricultural Market","FarmSight Market Data"
"Tomatoes","Changzhou",5.09,"CNY/kg",2025-11-10,"Changzhou Agricultural Market","FarmSight Market Data"
"Tomatoes","Changzhou",5.25,"CNY/kg",2025-11-10,"Changzhou Agricultural Market","FarmSight Market Data"
"Beef","Changzhou",40.29,"CNY/kg",2025-11-10,"Changzhou Agricultural Market","FarmSight Market Data"
"Carrots","Changzhou",4.04,"CNY/kg",2025-11-10,"Changzhou Agricultural Market","FarmSight Market Data"
"Potatoes","Changzhou",2.82,"CNY/kg",2025-11-10,"Changzhou Agricultural Market","FarmSight Market Data"
"Rice","Changzhou",4.06,"CNY/kg",2025-11-10,"Changzhou Agricultural Market","FarmSight Market Data"
"Cucumbers","Changzhou",4.56,"CNY/kg",2025-11-10,"Changzhou Agricultural Market","FarmSight Market Data"
"Pears","Changzhou",6.09,"CNY/kg",2025-11-10,"Changzhou Agricultural Market","FarmSight Market Data"
"Corn","Changzhou",3.01,"CNY/kg",2025-11-10,"Changzhou Agricultural Market","FarmSight Market Data"
"Cabbage","Changzhou",2.33,"CNY/kg",2025-11-10,"Changzhou Agricultural Market","FarmSight Market Data"
"Rice","Changzhou",4.44,"CNY/kg",2025-11-10,"Changzhou Agricultural Market","FarmSight Market Data"
"Potatoes","Changzhou",2.91,"CNY/kg",2025-11-10,"Changzhou Agricultural Market","FarmSight Market Data"
"Carrots","Changzhou",3.52,"CNY/kg",2025-11-10,"Changzhou Agricultural Market","FarmSight Market Data"
"Chicken","Changzhou",15.26,"CNY/kg",2025-11-10,"Changzhou Agricultural Market","FarmSight Market Data"
"Pork","Changzhou",26.36,"CNY/kg",2025-11-10,"Changzhou Agricultural Market","FarmSight Market Data"
"Cucumbers","Changzhou",3.91,"CNY/kg",2025-11-10,"Changzhou Agricultural Market","FarmSight Market Data"
"Potatoes","Changzhou",3.02,"CNY/kg",2025-11-10,"Changzhou Agricultural Market","FarmSight Market Data"
"Cucumbers","Changzhou",3.97,"CNY/kg",2025-11-10,"Changzhou Agricultural Market","FarmSight Market Data"
"Cabbage","Changzhou",2.66,"CNY/kg",2025-11-10,"Changzhou Agricultural Market","FarmSight Market Data"
"Rice","Changzhou",4.35,"CNY/kg",2025-11-10,"Changzhou Agricultural Market","FarmSight Market Data"
"Cabbage","Changzhou",2.53,"CNY/kg",2025-11-10,"Changzhou Agricultural Market","FarmSight Market Data"
"Carrots","Changzhou",3.7,"CNY/kg",2025-11-10,"Changzhou Agricultural Market","FarmSight Market Data"
"Cucumbers","Changzhou",4.06,"CNY/kg",2025-11-10,"Changzhou Agricultural Market","FarmSight Market Data"
"Cucumbers","Changzhou",4.12,"CNY/kg",2025-11-10,"Changzhou Agricultural Market","FarmSight Market Data"
"Wheat","Changzhou",3.86,"CNY/kg",2025-11-10,"Changzhou Agricultural Market","FarmSight Market Data"
"Potatoes","Changzhou",3.01,"CNY/kg",2025-11-10,"Changzhou Agricultural Market","FarmSight Market Data"
"Pork","Changzhou",26.03,"CNY/kg",2025-11-10,"Changzhou Agricultural Market","FarmSight Market Data"
"Pork","Changzhou",27.56,"CNY/kg",2025-11-10,"Changzhou Agricultural Market","FarmSight Market Data"
"Tomatoes","Huai'an",6.57,"CNY/kg",2025-11-10,"Huai'an Agricultural Market","FarmSight Market Data"
"Pork","Huai'an",25,"CNY/kg",2025-11-10,"Huai'an Agricultural Market","FarmSight Market Data"
"Pears","Huai'an",6.91,"CNY/kg",2025-11-10,"Huai'an Agricultural Market","FarmSight Market Data"
"Pork","Huai'an",28.43,"CNY/kg",2025-11-10,"Huai'an Agricultural Market","FarmSight Market Data"
"Chicken","Huai'an",18.89,"CNY/kg",2025-11-10,"Huai'an Agricultural Market","FarmSight Market Data"
"Pears","Huai'an",6.5,"CNY/kg",2025-11-10,"Huai'an Agricultural Market","FarmSight Market Data"
"Apples","Huai'an",7.67,"CNY/kg",2025-11-10,"Huai'an Agricultural Market","FarmSight Market Data"
"Cabbage","Huai'an",2.79,"CNY/kg",2025-11-10,"Huai'an Agricultural Market","FarmSight Market Data"
"Corn","Huai'an",3.57,"CNY/kg",2025-11-10,"Huai'an Agricultural Market","FarmSight Market Data"
"Wheat","Huai'an",3.49,"CNY/kg",2025-11-10,"Huai'an Agricultural Market","FarmSight Market Data"
"Pork","Huai'an",27.35,"CNY/kg",2025-11-10,"Huai'an Agricultural Market","FarmSight Market Data"
"Chicken","Huai'an",18.77,"CNY/kg",2025-11-10,"Huai'an Agricultural Market","FarmSight Market Data"
"Carrots","Huai'an",4.2,"CNY/kg",2025-11-10,"Huai'an Agricultural Market","FarmSight Market Data"
"Cucumbers","Huai'an",4.24,"CNY/kg",2025-11-10,"Huai'an Agricultural Market","FarmSight Market Data"
"Tomatoes","Huai'an",5.63,"CNY/kg",2025-11-10,"Huai'an Agricultural Market","FarmSight Market Data"
"Chicken","Huai'an",17.42,"CNY/kg",2025-11-10,"Huai'an Agricultural Market","FarmSight Market Data"
"Potatoes","Huai'an",3.27,"CNY/kg",2025-11-10,"Huai'an Agricultural Market","FarmSight Market Data"
"Wheat","Huai'an",3.37,"CNY/kg",2025-11-10,"Huai'an Agricultural Market","FarmSight Market Data"
"Rice","Huai'an",4.43,"CNY/kg",2025-11-10,"Huai'an Agricultural Market","FarmSight Market Data"
"Cucumbers","Huai'an",4.23,"CNY/kg",2025-11-10,"Huai'an Agricultural Market","FarmSight Market Data"
"Tomatoes","Huai'an",5.71,"CNY/kg",2025-11-10,"Huai'an Agricultural Market","FarmSight Market Data"
"Chicken","Huai'an",18.18,"CNY/kg",2025-11-10,"Huai'an Agricultural Market","FarmSight Market Data"
"Apples","Huai'an",7.98,"CNY/kg",2025-11-10,"Huai'an Agricultural Market","FarmSight Market Data"
"Beef","Huai'an",43.45,"CNY/kg",2025-11-10,"Huai'an Agricultural Market","FarmSight Market Data"
"Chicken","Huai'an",19.69,"CNY/kg",2025-11-10,"Huai'an Agricultural Market","FarmSight Market Data"
"Pears","Huai'an",6.54,"CNY/kg",2025-11-10,"Huai'an Agricultural Market","FarmSight Market Data"
"Wheat","Huai'an",3.76,"CNY/kg",2025-11-10,"Huai'an Agricultural Market","FarmSight Market Data"
"Corn","Huai'an",3.19,"CNY/kg",2025-11-10,"Huai'an Agricultural Market","FarmSight Market Data"
"Tomatoes","Huai'an",6.59,"CNY/kg",2025-11-10,"Huai'an Agricultural Market","FarmSight Market Data"
"Carrots","Huai'an",3.77,"CNY/kg",2025-11-10,"Huai'an Agricultural Market","FarmSight Market Data"
"Pork","Huai'an",29.32,"CNY/kg",2025-11-10,"Huai'an Agricultural Market","FarmSight Market Data"
"Tomatoes","Huai'an",5.53,"CNY/kg",2025-11-10,"Huai'an Agricultural Market","FarmSight Market Data"
"Cucumbers","Huai'an",4.05,"CNY/kg",2025-11-10,"Huai'an Agricultural Market","FarmSight Market Data"
"Potatoes","Huai'an",3.25,"CNY/kg",2025-11-10,"Huai'an Agricultural Market","FarmSight Market Data"
"Potatoes","Huai'an",2.8,"CNY/kg",2025-11-10,"Huai'an Agricultural Market","FarmSight Market Data"
"Corn","Huai'an",3.12,"CNY/kg",2025-11-10,"Huai'an Agricultural Market","FarmSight Market Data"
"Apples","Huai'an",8.78,"CNY/kg",2025-11-10,"Huai'an Agricultural Market","FarmSight Market Data"
"Cucumbers","Huai'an",4.22,"CNY/kg",2025-11-10,"Huai'an Agricultural Market","FarmSight Market Data"
"Cucumbers","Huai'an",4.33,"CNY/kg",2025-11-10,"Huai'an Agricultural Market","FarmSight Market Data"
"Apples","Huai'an",8.74,"CNY/kg",2025-11-10,"Huai'an Agricultural Market","FarmSight Market Data"
"Cabbage","Huai'an",2.86,"CNY/kg",2025-11-10,"Huai'an Agricultural Market","FarmSight Market Data"
"Rice","Huai'an",4.55,"CNY/kg",2025-11-10,"Huai'an Agricultural Market","FarmSight Market Data"
"Cucumbers","Huai'an",4.8,"CNY/kg",2025-11-10,"Huai'an Agricultural Market","FarmSight Market Data"
"Carrots","Huai'an",3.48,"CNY/kg",2025-11-10,"Huai'an Agricultural Market","FarmSight Market Data"
"Apples","Huai'an",7.47,"CNY/kg",2025-11-10,"Huai'an Agricultural Market","FarmSight Market Data"
"Apples","Huai'an",7.5,"CNY/kg",2025-11-10,"Huai'an Agricultural Market","FarmSight Market Data"
"Rice","Huai'an",4.16,"CNY/kg",2025-11-10,"Huai'an Agricultural Market","FarmSight Market Data"
"Beef","Huai'an",44.37,"CNY/kg",2025-11-10,"Huai'an Agricultural Market","FarmSight Market Data"
"Potatoes","Huai'an",3.06,"CNY/kg",2025-11-10,"Huai'an Agricultural Market","FarmSight Market Data"
"Potatoes","Huai'an",3.35,"CNY/kg",2025-11-10,"Huai'an Agricultural Market","FarmSight Market Data"
"Corn","Huai'an",3.33,"CNY/kg",2025-11-10,"Huai'an Agricultural Market","FarmSight Market Data"
"Tomatoes","Huai'an",5.76,"CNY/kg",2025-11-10,"Huai'an Agricultural Market","FarmSight Market Data"
"Beef","Huai'an",47.34,"CNY/kg",2025-11-10,"Huai'an Agricultural Market","FarmSight Market Data"
"Wheat","Huai'an",3.88,"CNY/kg",2025-11-10,"Huai'an Agricultural Market","FarmSight Market Data"
"Carrots","Huai'an",4.28,"CNY/kg",2025-11-10,"Huai'an Agricultural Market","FarmSight Market Data"
"Pears","Huai'an",6.68,"CNY/kg",2025-11-10,"Huai'an Agricultural Market","FarmSight Market Data"
"Chicken","Huai'an",16.31,"CNY/kg",2025-11-10,"Huai'an Agricultural Market","FarmSight Market Data"
"Wheat","Huai'an",3.44,"CNY/kg",2025-11-10,"Huai'an Agricultural Market","FarmSight Market Data"
"Corn","Huai'an",3.55,"CNY/kg",2025-11-10,"Huai'an Agricultural Market","FarmSight Market Data"
"Pears","Huai'an",7.69,"CNY/kg",2025-11-10,"Huai'an Agricultural Market","FarmSight Market Data"
"Pears","Huai'an",6.39,"CNY/kg",2025-11-10,"Huai'an Agricultural Market","FarmSight Market Data"
"Pork","Huai'an",27,"CNY/kg",2025-11-10,"Huai'an Agricultural Market","FarmSight Market Data"
"Beef","Huai'an",44.75,"CNY/kg",2025-11-10,"Huai'an Agricultural Market","FarmSight Market Data"
"Carrots","Huai'an",3.72,"CNY/kg",2025-11-10,"Huai'an Agricultural Market","FarmSight Market Data"
"Corn","Huai'an",3.28,"CNY/kg",2025-11-10,"Huai'an Agricultural Market","FarmSight Market Data"
"Cabbage","Huai'an",2.81,"CNY/kg",2025-11-10,"Huai'an Agricultural Market","FarmSight Market Data"
"Cabbage","Huai'an",2.58,"CNY/kg",2025-11-10,"Huai'an Agricultural Market","FarmSight Market Data"
"Beef","Huai'an",39.55,"CNY/kg",2025-11-10,"Huai'an Agricultural Market","FarmSight Market Data"
"Rice","Huai'an",4.68,"CNY/kg",2025-11-10,"Huai'an Agricultural Market","FarmSight Market Data"
"Potatoes","Huai'an",2.95,"CNY/kg",2025-11-10,"Huai'an Agricultural Market","FarmSight Market Data"
"Wheat","Huai'an",3.58,"CNY/kg",2025-11-10,"Huai'an Agricultural Market","FarmSight Market Data"
"Rice","Huai'an",4.71,"CNY/kg",2025-11-10,"Huai'an Agricultural Market","FarmSight Market Data"
"Rice","Huai'an",3.93,"CNY/kg",2025-11-10,"Huai'an Agricultural Market","FarmSight Market Data"
"Carrots","Huai'an",3.95,"CNY/kg",2025-11-10,"Huai'an Agricultural Market","FarmSight Market Data"
"Beef","Huai'an",42.95,"CNY/kg",2025-11-10,"Huai'an Agricultural Market","FarmSight Market Data"
"Cabbage","Huai'an",2.98,"CNY/kg",2025-11-10,"Huai'an Agricultural Market","FarmSight Market Data"
"Cabbage","Huai'an",2.86,"CNY/kg",2025-11-10,"Huai'an Agricultural Market","FarmSight Market Data"
"Pork","Huai'an",28.06,"CNY/kg",2025-11-10,"Huai'an Agricultural Market","FarmSight Market Data"
"Carrots","Lianyungang",3.83,"CNY/kg",2025-11-10,"Lianyungang Agricultural Market","FarmSight Market Data"
"Pears","Lianyungang",7.77,"CNY/kg",2025-11-10,"Lianyungang Agricultural Market","FarmSight Market Data"
"Cucumbers","Lianyungang",4.62,"CNY/kg",2025-11-10,"Lianyungang Agricultural Market","FarmSight Market Data"
"Corn","Lianyungang",3.88,"CNY/kg",2025-11-10,"Lianyungang Agricultural Market","FarmSight Market Data"
"Apples","Lianyungang",9.26,"CNY/kg",2025-11-10,"Lianyungang Agricultural Market","FarmSight Market Data"
"Pork","Lianyungang",30.89,"CNY/kg",2025-11-10,"Lianyungang Agricultural Market","FarmSight Market Data"
"Carrots","Lianyungang",4.39,"CNY/kg",2025-11-10,"Lianyungang Agricultural Market","FarmSight Market Data"
"Potatoes","Lianyungang",3.06,"CNY/kg",2025-11-10,"Lianyungang Agricultural Market","FarmSight Market Data"
"Cabbage","Lianyungang",2.75,"CNY/kg",2025-11-10,"Lianyungang Agricultural Market","FarmSight Market Data"
"Rice","Lianyungang",4.54,"CNY/kg",2025-11-10,"Lianyungang Agricultural Market","FarmSight Market Data"
"Beef","Lianyungang",41.95,"CNY/kg",2025-11-10,"Lianyungang Agricultural Market","FarmSight Market Data"
"Pears","Lianyungang",6.69,"CNY/kg",2025-11-10,"Lianyungang Agricultural Market","FarmSight Market Data"
"Corn","Lianyungang",3.29,"CNY/kg",2025-11-10,"Lianyungang Agricultural Market","FarmSight Market Data"
"Carrots","Lianyungang",4.31,"CNY/kg",2025-11-10,"Lianyungang Agricultural Market","FarmSight Market Data"
"Potatoes","Lianyungang",3.36,"CNY/kg",2025-11-10,"Lianyungang Agricultural Market","FarmSight Market Data"
"Apples","Lianyungang",8.57,"CNY/kg",2025-11-10,"Lianyungang Agricultural Market","FarmSight Market Data"
"Potatoes","Lianyungang",2.95,"CNY/kg",2025-11-10,"Lianyungang Agricultural Market","FarmSight Market Data"
"Cucumbers","Lianyungang",4.64,"CNY/kg",2025-11-10,"Lianyungang Agricultural Market","FarmSight Market Data"
"Carrots","Lianyungang",4.19,"CNY/kg",2025-11-10,"Lianyungang Agricultural Market","FarmSight Market Data"
"Tomatoes","Lianyungang",6.25,"CNY/kg",2025-11-10,"Lianyungang Agricultural Market","FarmSight Market Data"
"Corn","Lianyungang",3.68,"CNY/kg",2025-11-10,"Lianyungang Agricultural Market","FarmSight Market Data"
"Wheat","Lianyungang",3.53,"CNY/kg",2025-11-10,"Lianyungang Agricultural Market","FarmSight Market Data"
"Chicken","Lianyungang",18.31,"CNY/kg",2025-11-10,"Lianyungang Agricultural Market","FarmSight Market Data"
"Pears","Lianyungang",6.9,"CNY/kg",2025-11-10,"Lianyungang Agricultural Market","FarmSight Market Data"
"Pork","Lianyungang",29.47,"CNY/kg",2025-11-10,"Lianyungang Agricultural Market","FarmSight Market Data"
"Beef","Lianyungang",41.28,"CNY/kg",2025-11-10,"Lianyungang Agricultural Market","FarmSight Market Data"
"Apples","Lianyungang",7.78,"CNY/kg",2025-11-10,"Lianyungang Agricultural Market","FarmSight Market Data"
"Cabbage","Lianyungang",2.88,"CNY/kg",2025-11-10,"Lianyungang Agricultural Market","FarmSight Market Data"
"Rice","Lianyungang",4.23,"CNY/kg",2025-11-10,"Lianyungang Agricultural Market","FarmSight Market Data"
"Rice","Lianyungang",4.17,"CNY/kg",2025-11-10,"Lianyungang Agricultural Market","FarmSight Market Data"
"Cucumbers","Lianyungang",4.98,"CNY/kg",2025-11-10,"Lianyungang Agricultural Market","FarmSight Market Data"
"Beef","Lianyungang",42.62,"CNY/kg",2025-11-10,"Lianyungang Agricultural Market","FarmSight Market Data"
"Cabbage","Lianyungang",2.75,"CNY/kg",2025-11-10,"Lianyungang Agricultural Market","FarmSight Market Data"
"Chicken","Lianyungang",19.96,"CNY/kg",2025-11-10,"Lianyungang Agricultural Market","FarmSight Market Data"
"Pears","Lianyungang",6.73,"CNY/kg",2025-11-10,"Lianyungang Agricultural Market","FarmSight Market Data"
"Pork","Lianyungang",27.2,"CNY/kg",2025-11-10,"Lianyungang Agricultural Market","FarmSight Market Data"
"Tomatoes","Lianyungang",6.24,"CNY/kg",2025-11-10,"Lianyungang Agricultural Market","FarmSight Market Data"
"Corn","Lianyungang",3.25,"CNY/kg",2025-11-10,"Lianyungang Agricultural Market","FarmSight Market Data"
"Carrots","Lianyungang",3.96,"CNY/kg",2025-11-10,"Lianyungang Agricultural Market","FarmSight Market Data"
"Chicken","Lianyungang",20.12,"CNY/kg",2025-11-10,"Lianyungang Agricultural Market","FarmSight Market Data"
"Wheat","Lianyungang",3.81,"CNY/kg",2025-11-10,"Lianyungang Agricultural Market","FarmSight Market Data"
"Potatoes","Lianyungang",3.52,"CNY/kg",2025-11-10,"Lianyungang Agricultural Market","FarmSight Market Data"
"Wheat","Lianyungang",3.67,"CNY/kg",2025-11-10,"Lianyungang Agricultural Market","FarmSight Market Data"
"Apples","Lianyungang",8.57,"CNY/kg",2025-11-10,"Lianyungang Agricultural Market","FarmSight Market Data"
"Cucumbers","Lianyungang",4.7,"CNY/kg",2025-11-10,"Lianyungang Agricultural Market","FarmSight Market Data"
"Tomatoes","Lianyungang",6.13,"CNY/kg",2025-11-10,"Lianyungang Agricultural Market","FarmSight Market Data"
"Tomatoes","Lianyungang",6.36,"CNY/kg",2025-11-10,"Lianyungang Agricultural Market","FarmSight Market Data"
"Cucumbers","Lianyungang",4.65,"CNY/kg",2025-11-10,"Lianyungang Agricultural Market","FarmSight Market Data"
"Wheat","Lianyungang",3.69,"CNY/kg",2025-11-10,"Lianyungang Agricultural Market","FarmSight Market Data"
"Apples","Lianyungang",8.53,"CNY/kg",2025-11-10,"Lianyungang Agricultural Market","FarmSight Market Data"
"Chicken","Lianyungang",17.94,"CNY/kg",2025-11-10,"Lianyungang Agricultural Market","FarmSight Market Data"
"Pork","Lianyungang",27.54,"CNY/kg",2025-11-10,"Lianyungang Agricultural Market","FarmSight Market Data"
"Potatoes","Lianyungang",3.11,"CNY/kg",2025-11-10,"Lianyungang Agricultural Market","FarmSight Market Data"
"Cabbage","Lianyungang",2.98,"CNY/kg",2025-11-10,"Lianyungang Agricultural Market","FarmSight Market Data"
"Rice","Lianyungang",4.21,"CNY/kg",2025-11-10,"Lianyungang Agricultural Market","FarmSight Market Data"
"Carrots","Lianyungang",4.1,"CNY/kg",2025-11-10,"Lianyungang Agricultural Market","FarmSight Market Data"
"Beef","Lianyungang",49.9,"CNY/kg",2025-11-10,"Lianyungang Agricultural Market","FarmSight Market Data"
"Corn","Lianyungang",3.4,"CNY/kg",2025-11-10,"Lianyungang Agricultural Market","FarmSight Market Data"
"Pears","Lianyungang",6.86,"CNY/kg",2025-11-10,"Lianyungang Agricultural Market","FarmSight Market Data"
"Corn","Lianyungang",3.6,"CNY/kg",2025-11-10,"Lianyungang Agricultural Market","FarmSight Market Data"
"Pears","Lianyungang",7.03,"CNY/kg",2025-11-10,"Lianyungang Agricultural Market","FarmSight Market Data"
"Beef","Lianyungang",43.25,"CNY/kg",2025-11-10,"Lianyungang Agricultural Market","FarmSight Market Data"
"Potatoes","Lianyungang",3.43,"CNY/kg",2025-11-10,"Lianyungang Agricultural Market","FarmSight Market Data"
"Rice","Lianyungang",4.8,"CNY/kg",2025-11-10,"Lianyungang Agricultural Market","FarmSight Market Data"
"Apples","Lianyungang",8.43,"CNY/kg",2025-11-10,"Lianyungang Agricultural Market","FarmSight Market Data"
"Cucumbers","Lianyungang",4.47,"CNY/kg",2025-11-10,"Lianyungang Agricultural Market","FarmSight Market Data"
"Cabbage","Lianyungang",2.69,"CNY/kg",2025-11-10,"Lianyungang Agricultural Market","FarmSight Market Data"
"Tomatoes","Lianyungang",6.79,"CNY/kg",2025-11-10,"Lianyungang Agricultural Market","FarmSight Market Data"
"Pork","Lianyungang",27.54,"CNY/kg",2025-11-10,"Lianyungang Agricultural Market","FarmSight Market Data"
"Wheat","Lianyungang",4.01,"CNY/kg",2025-11-10,"Lianyungang Agricultural Market","FarmSight Market Data"
"Chicken","Lianyungang",19.2,"CNY/kg",2025-11-10,"Lianyungang Agricultural Market","FarmSight Market Data"
"Chicken","Lianyungang",19.06,"CNY/kg",2025-11-10,"Lianyungang Agricultural Market","FarmSight Market Data"
"Pork","Lianyungang",30.2,"CNY/kg",2025-11-10,"Lianyungang Agricultural Market","FarmSight Market Data"
"Cabbage","Lianyungang",2.6,"CNY/kg",2025-11-10,"Lianyungang Agricultural Market","FarmSight Market Data"
"Wheat","Lianyungang",3.75,"CNY/kg",2025-11-10,"Lianyungang Agricultural Market","FarmSight Market Data"
"Rice","Lianyungang",4.11,"CNY/kg",2025-11-10,"Lianyungang Agricultural Market","FarmSight Market Data"
"Tomatoes","Lianyungang",6.19,"CNY/kg",2025-11-10,"Lianyungang Agricultural Market","FarmSight Market Data"
"Beef","Lianyungang",46.9,"CNY/kg",2025-11-10,"Lianyungang Agricultural Market","FarmSight Market Data"
"Cabbage","Nanjing",2.93,"CNY/kg",2025-11-10,"Nanjing Agricultural Market","FarmSight Market Data"
"Cabbage","Nanjing",3.02,"CNY/kg",2025-11-10,"Nanjing Agricultural Market","FarmSight Market Data"
"Carrots","Nanjing",4.16,"CNY/kg",2025-11-10,"Nanjing Agricultural Market","FarmSight Market Data"
"Apples","Nanjing",8.39,"CNY/kg",2025-11-10,"Nanjing Agricultural Market","FarmSight Market Data"
"Carrots","Nanjing",4.46,"CNY/kg",2025-11-10,"Nanjing Agricultural Market","FarmSight Market Data"
"Corn","Nanjing",3.38,"CNY/kg",2025-11-10,"Nanjing Agricultural Market","FarmSight Market Data"
"Chicken","Nanjing",18.79,"CNY/kg",2025-11-10,"Nanjing Agricultural Market","FarmSight Market Data"
"Apples","Nanjing",9.16,"CNY/kg",2025-11-10,"Nanjing Agricultural Market","FarmSight Market Data"
"Apples","Nanjing",9.01,"CNY/kg",2025-11-10,"Nanjing Agricultural Market","FarmSight Market Data"
"Pears","Nanjing",8.05,"CNY/kg",2025-11-10,"Nanjing Agricultural Market","FarmSight Market Data"
"Carrots","Nanjing",3.93,"CNY/kg",2025-11-10,"Nanjing Agricultural Market","FarmSight Market Data"
"Pork","Nanjing",26.72,"CNY/kg",2025-11-10,"Nanjing Agricultural Market","FarmSight Market Data"
"Potatoes","Nanjing",3.6,"CNY/kg",2025-11-10,"Nanjing Agricultural Market","FarmSight Market Data"
"Pork","Nanjing",31.52,"CNY/kg",2025-11-10,"Nanjing Agricultural Market","FarmSight Market Data"
"Tomatoes","Nanjing",6.5,"CNY/kg",2025-11-10,"Nanjing Agricultural Market","FarmSight Market Data"
"Cabbage","Nanjing",2.87,"CNY/kg",2025-11-10,"Nanjing Agricultural Market","FarmSight Market Data"
"Beef","Nanjing",48.09,"CNY/kg",2025-11-10,"Nanjing Agricultural Market","FarmSight Market Data"
"Cucumbers","Nanjing",4.96,"CNY/kg",2025-11-10,"Nanjing Agricultural Market","FarmSight Market Data"
"Beef","Nanjing",49.76,"CNY/kg",2025-11-10,"Nanjing Agricultural Market","FarmSight Market Data"
"Potatoes","Nanjing",3.04,"CNY/kg",2025-11-10,"Nanjing Agricultural Market","FarmSight Market Data"
"Carrots","Nanjing",4.29,"CNY/kg",2025-11-10,"Nanjing Agricultural Market","FarmSight Market Data"
"Beef","Nanjing",50.73,"CNY/kg",2025-11-10,"Nanjing Agricultural Market","FarmSight Market Data"
"Potatoes","Nanjing",3.14,"CNY/kg",2025-11-10,"Nanjing Agricultural Market","FarmSight Market Data"
"Rice","Nanjing",4.5,"CNY/kg",2025-11-10,"Nanjing Agricultural Market","FarmSight Market Data"
"Pears","Nanjing",7.44,"CNY/kg",2025-11-10,"Nanjing Agricultural Market","FarmSight Market Data"
"Corn","Nanjing",3.84,"CNY/kg",2025-11-10,"Nanjing Agricultural Market","FarmSight Market Data"
"Chicken","Nanjing",19.29,"CNY/kg",2025-11-10,"Nanjing Agricultural Market","FarmSight Market Data"
"Tomatoes","Nanjing",6.73,"CNY/kg",2025-11-10,"Nanjing Agricultural Market","FarmSight Market Data"
"Wheat","Nanjing",4.01,"CNY/kg",2025-11-10,"Nanjing Agricultural Market","FarmSight Market Data"
"Rice","Nanjing",4.49,"CNY/kg",2025-11-10,"Nanjing Agricultural Market","FarmSight Market Data"
"Pears","Nanjing",6.83,"CNY/kg",2025-11-10,"Nanjing Agricultural Market","FarmSight Market Data"
"Pork","Nanjing",28.1,"CNY/kg",2025-11-10,"Nanjing Agricultural Market","FarmSight Market Data"
"Corn","Nanjing",3.31,"CNY/kg",2025-11-10,"Nanjing Agricultural Market","FarmSight Market Data"
"Chicken","Nanjing",20.79,"CNY/kg",2025-11-10,"Nanjing Agricultural Market","FarmSight Market Data"
"Pork","Nanjing",30.45,"CNY/kg",2025-11-10,"Nanjing Agricultural Market","FarmSight Market Data"
"Wheat","Nanjing",4.2,"CNY/kg",2025-11-10,"Nanjing Agricultural Market","FarmSight Market Data"
"Beef","Nanjing",43.77,"CNY/kg",2025-11-10,"Nanjing Agricultural Market","FarmSight Market Data"
"Beef","Nanjing",43.33,"CNY/kg",2025-11-10,"Nanjing Agricultural Market","FarmSight Market Data"
"Pears","Nanjing",7.09,"CNY/kg",2025-11-10,"Nanjing Agricultural Market","FarmSight Market Data"
"Pears","Nanjing",7.85,"CNY/kg",2025-11-10,"Nanjing Agricultural Market","FarmSight Market Data"
"Pork","Nanjing",28.77,"CNY/kg",2025-11-10,"Nanjing Agricultural Market","FarmSight Market Data"
"Rice","Nanjing",4.99,"CNY/kg",2025-11-10,"Nanjing Agricultural Market","FarmSight Market Data"
"Corn","Nanjing",3.93,"CNY/kg",2025-11-10,"Nanjing Agricultural Market","FarmSight Market Data"
"Chicken","Nanjing",20.16,"CNY/kg",2025-11-10,"Nanjing Agricultural Market","FarmSight Market Data"
"Rice","Nanjing",4.61,"CNY/kg",2025-11-10,"Nanjing Agricultural Market","FarmSight Market Data"
"Rice","Nanjing",4.43,"CNY/kg",2025-11-10,"Nanjing Agricultural Market","FarmSight Market Data"
